Wavelength (nm),Differential Scalar Polarizability,Differential Vector Polarizability,Differential Tensor Polarizability
600.72000600005,1.7949013212137816e-38,-1.4131373976524831e-38,1.3057034084328452e-39
600.7300060833841,1.7946264051181122e-38,-1.4132219939457497e-38,1.3075818736140108e-39
600.7400061667181,1.7943512411957655e-38,-1.413306324816428e-38,1.3094625111532085e-39
600.7500062500521,1.7940758287714744e-38,-1.4133903897814702e-38,1.3113453256974066e-39
600.7600063333861,1.7938001671687695e-38,-1.4134741883561998e-38,1.3132303219048133e-39
600.7700064167201,1.793524255709939e-38,-1.4135577200543178e-38,1.3151175044452068e-39
600.7800065000541,1.7932480937160585e-38,-1.4136409843878875e-38,1.3170068779997072e-39
600.7900065833882,1.792971680506961e-38,-1.4137239808673368e-38,1.3188984472609596e-39
600.8000066667222,1.7926950154012612e-38,-1.413806709001446e-38,1.3207922169330976e-39
600.8100067500562,1.7924180977163232e-38,-1.4138891682973472e-38,1.3226881917318e-39
600.8200068333903,1.7921409267682708e-38,-1.4139713582605198e-38,1.3245863763843787e-39
600.8300069167243,1.7918635018719823e-38,-1.414053278394783e-38,1.3264867756297486e-39
600.8400070000583,1.7915858223410776e-38,-1.41413492820229e-38,1.328389394218524e-39
600.8500070833924,1.7913078874879313e-38,-1.414216307183525e-38,1.330294236912984e-39
600.8600071667264,1.791029696623636e-38,-1.4142974148372963e-38,1.332201308487254e-39
600.8700072500604,1.7907512490580531e-38,-1.4143782506607274e-38,1.3341106137270806e-39
600.8800073333945,1.790472544099741e-38,-1.4144588141492642e-38,1.3360221574301977e-39
600.8900074167285,1.790193581056002e-38,-1.414539104796653e-38,1.3379359444061214e-39
600.9000075000625,1.7899143592328572e-38,-1.414619122094944e-38,1.3398519794762849e-39
600.9100075833966,1.7896348779350404e-38,-1.4146988655344908e-38,1.3417702674740997e-39
600.9200076667306,1.7893551364659983e-38,-1.4147783346039316e-38,1.3436908132449368e-39
600.9300077500645,1.7890751341278938e-38,-1.4148575287901947e-38,1.3456136216461608e-39
600.9400078333986,1.7887948702215805e-38,-1.4149364475784906e-38,1.347538697547287e-39
600.9500079167326,1.7885143440466194e-38,-1.4150150904523036e-38,1.3494660458298762e-39
600.9600080000666,1.788233554901262e-38,-1.415093456893387e-38,1.351395671387639e-39
600.9700080834007,1.7879525020824475e-38,-1.4151715463817634e-38,1.3533275791265123e-39
600.9800081667347,1.787671184885812e-38,-1.4152493583957047e-38,1.3552617739645704e-39
600.9900082500687,1.7873896026056622e-38,-1.4153268924117442e-38,1.3571982608322375e-39
